text,label,filename
"TO; RH. ORCUTT SUBMISSION DATE:

FROM: OcT3 DEC 26

OCT 31 JAN 23 [_]

SUBJECT: HARLEY-DAVIDSON 100'S CIGARETTES PROGRESS REPORT

DISTRIBUTION: EFFECTIVENESS OF PRE-SELL (REPORT ON OCT. 3 ONLY).

DIRECT ACCOUNT AND CHAIN VOIDS (USE X TO INDICATE A VOID).

= x
ge Soe STORES:

a

TS,
00's]

% OF DISTRIBUTION ACHIEVED IN RETAIL OUTLETS:

BOF DISTRIBUTION ACHIEVED INFET{e
9% CLASSIFIED CALLS
% ANNUAL CALLS

PROMOTIONAL IMPACT;

$8.50 OFF PACK:

SALES FORCE 20'S:

$5.00 OFF CARTON:

1012

690SI1E16
",form,91315069_91315070.png
"LAURENCE, CHARLES, FREE & LAWSON, INC.
260 MADISON AVENUE, NEW YoRK, NY 100J6 (212) 213-4646

30-SHEET POSTI

PLEASE RETURN TWO (2) COPIES OF THE LOCATION LIST ALONS WITH THO (2) COPIES |
iF THIS COMPLETION REPORT FORM TO THE AITENTION OF TR. JOSEPH VAZQUE? AT THE

ABOVE ADDRESS ~

COMPLETION REPORT FORM

CONTRACT: __A-530-1059 _

CLIENT:_THE AMER,

TOBACCI

BRAND NAME: PALL MALL_REO LIGHTS

MARKET: agro, oH . _

PLANT OPERATOR: patréck Media Sraup, Inc.
SIZE SHOWING: 4&7 GRP -

; Ys sy
NUMBER OF PANELS: 4 if s
REGUL TCLUNITATED To
v.e.c,_9 34/1 $27.6
rs PLANT AVERAGE
PLAW ERAGE —_

DATE POSTERS RECEIVED FROM LITHOGRAPHER: bola
POSTER DESIGN: THe TESTS FRENKS THAGVGH __

SCHEDULED POSTING DATE: 7/16/89

pave posrine conmueteo: 7/2) /89

THIS WILL CERTIFY THAT I HAVE EXAMINED THE RECORDS OF OUR
BILLPOSTERS, AND VERIFY THAT ALL LOCATIONS LISTED ON THE
ATTACHED LOCATION LIST WERE PROPERLY POSTED WITH THE CORRECT
DESIGN WITHIN FIVE WORKING DAYS OF THE POSTING UATE ACCEPTFO
ON THE CONTRACT.

SIGHATURE L, TAG £4205
ant FatcerTPastihg nig Supt.

conte 2/25/59

",form,0060207528.png
"2a.

ouny's date 20/18

Mee Linn Me. Donahue (Loews) Mr. lndson  (Greenshoro)
Bes n Me. Dutry {hoews) Dr. Schultz {Greensboro}
Me. Goldbrenner Mr. Miele (Loews Mr, Tucker (Greensboro)
Dr. Jones (Greensboro)
PRODUCT EFL
MRD # 5546/4786

PROJECT ORIGINATED BY __William Doyle

STATES AND CITIES"" ECD 10 RECK(VE PRODUCT:
‘Alabana Louisiana x Oklahoma
Maske Maine Emme Sregon x
Arizona = Naryland x Pennsylvania = x
Arkansas Es Nnssachusetts Rhode Island “x
California ""x HiehS gan x South Carolina Dx
Colorado x Minnesota x South Dakota
Connecticut x Mississippi = x ‘onnessee
Delaware x Missours x ‘texas
D.C. x Montana % Utah
Florida Nebraska x Vermont x
Georgia Nevada Virginia x
Hawai New Hampshire = Washington
Taaho Now Jersey ra West Virginia TX
Tilinois New Mexico x Wisconsin x
Indiana liew York x Wyoming x
Lowa North Carolina ae “chicago, 11. _¥
Kansas x North Dakota ar nave, Wey. x
Kentucky x Ohio ey
ESUINATED TUBE PROUUGY QUAWITITES (PER MARKET)
PRODUCT JUANTITY (its. 5 20's etc.)
Code # Code
Th 319) Varies by market, All are 20's
753 9al see at¥ached list.
Bor, 63 ‘Approx. 20% of the
ube total # by state
will receive product.
ESUINATED TOTALS BY PRODUCT (ALL MARKETS COMBE WED)
PRODUCT. (its, S's, 20's etc.
Code ATH
Code #7: All are 20's
Code #821
Code #6
Code #519
Code #934
Code #639

Special Comments:

veeroTie

",form,91161344_91161347.png
"Aj

JOB NO. _7859,

BRAND _BKOOL,

DESCRIPTION CMS Amerada Hess Dispenser Sign

Date _ 121807

SO. INCHESIFEET 261 59°

‘TRIM SIZE 14 12°18""

WARNING 34.
ie Kets

TaN _NA
(OTT APPROVALS

‘Signature Department Date

_AE- tele
On Re (ets GP

[BAW APPROVALS.

Signatwe Deparment
REVISIONS DATE COMPLETE REVISIONS APPROVED.

210350

PRODUCED

",form,71366499.png
"— p00. 1594 REV.773 | oare
D rvncnasina PURCHASE REQUISITION trains | On""
Ti staTionanY PLEASE INCLUDE ONLY ONE TYPE OF MATERIAL ON THIE REQUISITION

VEROOR FOR PORCHASING DEPARTMENT USE ONLY ORDER RO.
Microbiological Associates , 5221-River Rd., Bethesda, MD 20816

‘rev ov Recommenaed Suppor

renus 15 Net ron N/A via___ N/A
“SHIP'TO (OEP. BRANCH ‘DATE WANTED
Lorillard Research Center Attn: Dr. Harry Minnemeyer As required

Ps 0. Box 21688, Greensboro, N.C. 27420

DESCRIPTION

fixed price of |$19,750. Tests will be performed in accordance with the

December 21, Yai formal agreenent between Microbiological Associates| and
Lorillard. Al] work is. tobe coordinated with our Dr. Harry Minneneypr

[ (19) 373-6603] [
|

FOLLOW UP DATE REQUISITION NO. tSSUED BY
00922237

",form,00922237.png
"RECORDS RETENTION SCHEDULE RECONCILIATION

RECORDS MANAGEMENT DEPARTMENT - M/C

DEPARTMENT NAME SCIENCE & TECHNOLOGY

COST CENTER NUMBER 141,

INDEX BINDERS CONSOLIDATED BY:

N/A DATE

INDEX BINDER RE-LABELED BY:

* 300 Mossssnn, DATE 2/15/90

RETENTION & RECOMMENDATION FILE REORGANIZED AND RE-LABELED BY:

N/A DATE

RECORDS RETENTION SCHEDULE PLACED IN INDEX BINDER AND IN FILE BY:

Lupe Baugh DATE 4/18/90

BOKES CREATED FOR HARD COPY PERMANENT RETENTION RECORDS BY:

N/A DATE

RECORDS TRANSFER INVENTORY FORMS UPDATED BY:

Lag Bru DATE 7/25/90

SOOGTTESOS
",form,86263525.png
"SEPT. 27, 1991

BROWN & WILLIAMSON

KOOL CIGARETTES

(OF PROMOTION: SEE ATTACHMENTS

WIDESPREAD?

Tressere

ALH.TISCH G.R.TELFORD «=—-LH. KERSH
RH. ORCUTT R.G. RYAN J. R. SLATER
M. A. PETERSON N.P.RUFFALO 8, T. JONES.

M. L ORLOWSKY T. LACHEY RS. GOLDBRENNER
N, SIMEONIDIS

L. GORDON P. J. MCCANN
J.P, MASTANDREA A.J. GIACOIO 8. F. SMITH

J.J. TATULL
",form,91355841.png
"MICHELLE LEPRE
VM. LOSITO ;
co: S.A. RAPISARLDI
FS ras MoGLYND -
K.P. AUGUSTYN
~ BRAND(S) APPLICABLE TRUE
~ MEDIA TYPE SALES FORCE APPLIED ~ IRC
= MEDIA NAME
~ ISSUE FREQUENCY/YEAR
~ SPACEICOLOR

COUPON ISSUE DATE

COUPON EXPIRATION DATE

CIRCULATION

~ GEOGRAPHICAL AREA(S)

COUPON VALUE

PACK ANDIOR CARTON

~ TADVERTISING CREATIVE TITLE

‘SIGNATURE OF INITIATOR

DATE INITIATED

IALYTICAL Ri

2 TRUE CORE AREAS

JANUARY 8, 1992,

TOTALNEWYORK —TOTALNEWJERSEY
NEWHAVEN PROVIDENCE

TOTAL BOSTON CAMOER

HARTFORD ‘coNcoRD
‘TOTALSANFRANCISCO SPRINGFIELD
syracuse eALTINORE
POCHESTER PORTLAND, ME
TOTAL PHILADELPHIA TOTAL DETROIT
ToTAL CHICAGO. ‘TOTAL WASHINGTON De
BUFFALO wUMINGTON

REGION 15(X SAN BERMADINO)

catoeees
",form,93380187.png
"“11/08/07 11:03 wees 884 oses LORILLARDTANPA. +++ GREENSBOR @o02/003

Retail Excel Progress Report

Submission for: Distribution by/to:
‘iy 37 3) OM to RSM 1st of Month
August29() To: B.W.Caldarella RSM to RW.C, 10th
September 30 ( ) oo: DOS.

October31 (X) From: Kent B, Mills

November28 ( )

December30 ( ) Area: § Region: 17

Acceptance/Response: What
Merchandising pian?

the retailers response to Lorillard's Excel

Hardware Evaluation/Effectiveness: Comment on the essembly of displays and

application of shields:

+

vOSLSZZ8
",form,82251504.png
"COVINGTON & BURLING

P.O. BOX 7546
WASHINGTON, D.C. 244754
(Gem esa4000
LECONFIELD HOUSE _ [BRUSSELS CORRESPONDENT OFFICE
(CURZON STREET a ‘4 AVENUE DES ARTS
LONDON WIYEAS ENGLAND ‘TELEXIS7YCOVLING Wt) [BRUSSELS 1040 BELGIUM
‘TELEPHONE: 44714955655, ‘TELEPHONE: 322512289

Date: January 15, 1997

To: Mark Berlind

From: David H. Remes

Room: 803E

Z__pPages (including cover)

Message:

If there is a transmission problem, please call:

(202) 662-6280 Telecommunications
(202) 662-5942 Leslie L. Daniels - Secretary

4 serst ceerestere oNITang 2 WoLeNInoD wows

yorzecy90z
",form,01150773_01150774.png
"Contract Research
TELEFAX MESSAGE NO. QOS

THF Wana ir Watcha Ferechong Gran Fagaene 3 DSTO CmeHTS

“Tetephore (22.09 908-1
“els (2205 08 982

v1

DLE.FAX
DATE: 28, Apr: 98
FROM: Dr. Wolf Reininghaus
99-04-28 12:05 yp
To: Dr. Don Leyden,
Dept. Scientific Affairs
u
; Telefax-
ADDRESS: Philip Morris Europe er
reer seeeeremesa Original
CH-2003 Neuchatel A bl age
Faxno.: 0041-32-88 5776
NUMBER OF FOLLOWING PAGES: 21 ( Ae. bs ze)
Re.: TPM/Nicotine ratio
Ye

For your information!

“Tada Reger: Cologne HR 357

(ener anspr br Wl Renghase ame
",form,0060165115.png
"op/2e/e¢ 08:25 BL LORILLARD 25 JAX +» SALES GENERAL NY @o01

Lr TOBACCO COMPANY

143 PHILLIPS HWY, SUITE 120, JACKSONVILLE, FL 32256 TELEPHONE (904) 464-0000 FAX 204) 464-0744

FACSIMILE COVER PAGE
PATE: 6228-64 INCLUDING COVER SHEET)

PLEASE DELIVER TRANSMISSION TO:

NAME: Mr. Al Giacoio
OFFICE:
FAX PHONE NUMBER:

THIS DOCUMENT IS FROM:

NAME: Fred Paternostro

FAX TELEPHONE NUMBER: (904) 464-0744

COMMENTS: The attached was obtained from Mackoul Dist.

CC: RE, KLEIN

IF ANY OF THESE PAGES ARE NOT LEGIBLE OR YOU DO NOT RECEIVE ALL OF

THIS TRANSMISSION, PLEASE CAI | (804) 464-0800 AS SOON AS POSSIBLE.

LObHTATS
",form,91914407.png
"s14/sovea 7:07 PTO 389 1422 LORILLARD C1 Goo2vo0a

pIvrsroN: _ Chicago South

LIST THE INFORMATION BELOW AS IT PERTAINS TO THE URBAN CENTER
EQRTION OF YOUR ASSIGNMENT ONLY:

POPULATION COMPOSITION:

% BLACK = 80%

% HISPANIC = BA
% WHITE = Toz
% OTHER = 3k

% TOTAL = 100%

# OF RETAIL CALLS: _247 ~ classified
SL staal
APPROXIMATE # OF RETAIL CALLS SECURED BY GLASS: _45% (136 calls)

RETAIL CALL FREQUENCY:
4 CALLS &
50/xR 0 ox -
25/¥R = 3%
12/XR Tez 33%
6/YR 76 25%
ANNUALS 37 132
TOTAL 303 100%

PRIMARY CLASS OF TRADE: _Convenience/ Grocery
SECONDARY CLASS OF TRADE: Liquor

PRIMARY DISTRIBUTION CHANNEL (E.G. JOBSER, SUB-JOBBBR, MEMBERSHIP
CLUB, CASH & CARRY, ETC...): _* Jobber / Menbership

* A number of stores are part of an Arab owned collective that gets a large
order delivered fron a jobber and then distributes the cigarettes to each

store.

2
",form,92081358_1359.png
"GREY ADVERTISING INC.- MEETING REPORT

CLIENT: Brown & Williamson DATE: 1/19/82 NO. VB2-2 RI

PLACE: Telephone
DATE OF REPORT: 2/17/82

PRODUCT: Viceroy

PRESENT: (For the client)
T. Parrack

(For the agency)
P. Hendricks

‘SUMMARY:

Written by: P. Hendricks
CONFIDENTIAL

Client confirmed agreement for Agency to pay
with official signed estimate to follow, fo
1/25/82. This was agreed to by T. Parrack
January 18 pre-production meeting.

ly advance to photographer,
Viceroy shoot week of
and A. Forsythe at the

PH:mg

cc: R. Schoenfein
S. Danmers
P. Hendricks

O9FTAb029

670121460
PRODUCED FROM B&W WEB SITE

",form,660978.png
";ONFIRMATION

RESPONSE CODE REQUEST

To: _doe Leinster

From: —Joyee Bagby
Date: _September 10, 1996

Brand: Eclipse PPS Program #: 802399 Requested By:
Tite: Sneak Preview Confirmation Cal-Charlotte Tests

Description: Record of confirmation calls for sneak preview appointments,

Fulfillment Data Entry at APAC
Circulation Quantity: ___300_
Estimated Response: 100.00 %

Estimated Responders: __300

Distribution Drop Date; 1003/06, Expiration Date: —___

Response Code Assigned: __W25.

‘Address, postal requirements, barcodes, document storage, and

batch numbers to be supplied by:
APAC
‘DE Fulfiiment Vendor
C; Suzi Hicks, RIRIR Debbie Lockery
Karen Giddens. ‘Vanessa Oakley
Drew Huyett Melissa Andrews - TBM
Jackson Roper ‘Tammi LaManna - M/B

e96z tszzs

",form,0011974919.png
"LORILLARD MEDIA SERVICES
ONE PARK AVENUE, NEW YORK, NY 10016-5896

MAGAZINE INSERTION ORDER

To: Essence DATE: _MARCH 17, 1995
1500 BROADWAY
‘NEW YORK, NY 10098 ADVERTISER: _LORILLARD.

ATIN: JOYCE WINSTON
PRODUCT: _ NEW

“THis ADVERTISEMENT COMPLIES WITH THE FTC RECUIREMENT FOR A WARNING STATEMENT AND “TAR” AND NICOTINE LINE.
WHICH MUST APPEARINALL CIGARETTE ADVERTISING, CHECK MATERIAL YOU RECEIVE AGAINST THE PROOF TO BE SURE IIS

‘CORRECT. UNDER NO CIRCUMSTANCES ARE TO YOU BLN SUBSTITUTE MATEBIALS ALTER OR OMIT ANY COPY WITHOUT PRIOR,
AEPROVAL FROM LOBI\|ARD MEDIA SERVICES,

AD ‘CAPTION: _ SPACE: are:

Nere5s3-7 FOUNTAIN COUPLE sce ONE 1995

Po #7218

\F UNABLE TO INSERT ON THE DATE ORDERED, KINDLY NOTIFY US AT ONCE AND WAIT FOR NEW INSERTION DATE. NO CREDIT
(CAN BE ALLOWED SHOULD THIS ADVERTISEMENT APPEAR INCORRECTLY OR ON A OATE OTHER THAN THAT AUTHORIZED,

POSTION URGENTLY REQUESTED:

FAR FORWARD, OPPOSITE FULL EDITORIAL

Ne coupon ad on basking page. ~ Maintain atleast dx page seperaion fom oompetve ads.
= No adhoriavadverising mater anshateal to cigretaa within 6 pagos of our ad

‘COPY INSTRUCTIONS:

auntie
'S COLOR PROOF ATTACHED, FILM FROM COLLIER WITH *D"" WARNING
IMPORTANT INSTRUCTIONS: a ‘SPACE BILLING INSTRUCTIONS:
‘A. Check mail carfly against proat “This epaon ie boing ordered by
tomake sue ooroaponde in every
respect LOAILLARD MEDIA SERVICES:
B. Please inspect epro marl immeciatay
‘They should produ good pining res Dict alinvsces and ful checking cope
‘idoo us promptly at salstactoy { ragional and natonl econ.
© Poor printing wil net be pas fr YomaD Meni sence
(ORE PARK AVENU
D. Adiieo us atonceHinstuctons ar net ITTH FLOOR
‘lee, NEW YORK NEW YORK 10016-5898
TIN STEVE WOLLOY

Under ne croumetanoes azo yout spaze
‘ut cur acvorSeoment wiheut specie
Inetuctons tem us,

88290186
",form,93106788.png
"xe: RBS
12-69-99

Flume RSENED
COVINGTON & BURLING _ pg¢-9 199
R. B. SPELL

1201 Pennsylvania Avenue, N.W.
P.O. Box 7566
‘Washington, D.C. 20044-7566
(202) 662-6000
Fax Numbers (202) 662-6291 or (202) 737-0528
Fax Operator: (202) 662-6280

THIS FACSIMILE TRANSMISSION IS INTENDED ONLY FOR THE ADORESSEE SHOWN
BELOW. IT MAY CONTAIN INFORMATION THAT IS PRIVILEGED, CONFIDENTIAL OR OTHERWISE
PROTECTED FROM DISCLOSURE. ANY REVIEW, DISSEMINATION OR USE OF THIS TRANSMISSION.
(OR ITS CONTENTS BY PERSONS OTHER THAN THE ADDRESSEE IS STRICTLY PROWIBITED. IF
YOU HAVE RECENED THIS TRANSMISSION IN ERROR, PLEASE NOTIFY US IMMEDIATELY AND
(MAIL THE ORIGINAL TO US AT THE ABOVE ADORI

Date: December 9, 1999
To: Haney H. Bell, Esq.
From: David H. Remes

(202) 778-5212 — direct fax

Room: 803E

YU, Pages (including cover)

MESSAGE:

VOLELS%8

00m) SNTTUNE ¥ NOIONTAGD x¥d 60:TT 66/60/21 “—
",form,82573104.png
"'
4

4

12/08/97 09:01 FAX 1 782 383 8977 LORILLARD TOB CO +++ NYO - SALES ooz/003

FROM: $.P. McBride pecs [x reps [___]
1/20 JANIS

To: SP, ZOLOT.

AREA/REGION:

SUBJECT: A) PES row. x Rt 7

DIRECT ACCOUNTS PROJECTED TO ACCEPT WHICH REFUSED ONE OR MORE PACKING
PACKING(S) REFUSED.

NAME OF ACCOUNT

‘TOTAL # OF INDEPENDENT SPECIAL EMPHASIS OUTLETS:

‘TOTAL OF INDEPENDENT NEWPORT #1 CLUB OUTLETS:

| Toor
rrewnc | semnmguakcuruars | % |romenonecuupourisrs| %
vite onsrRseUTION SeetuisTaratTioN

a0 oa me

LT. BOX 80's 41S 19%

c's ri ee em 3%
ILT. 10's. ASL

IS.
a |

COMPETITIVE PROMOTIONAL ACTIVITY,

PREDOMINANT COUPON BUYDOWN VALUE OF TARGETED BRANDS (DORALIG. P. C/ BASIC)
DORAL Basic GPC.

PACKS Cao
(200)

CARTONS.
(ines Apt)

Mavenm=1.xis 1428/97 Page 1 of 2

9SO6FLIB
",form,81749056_9057.png
